"text","cmp_code","eu_code"
"1. Die Chancen der Freiheit",NA,NA
"Freiheit braucht Mut.","401",NA
"Unser Programm macht Mut für die Zukunft.","401",NA
"Wir haben eine Vision: Die liberale Bürgergesellschaft, die ihre Kraft aus der Eigeninitiative und Kreativität der Bürgerinnen und Bürger schöpft und nicht von einer anonymen Staatsbürokratie gelähmt wird.","401",NA
"Wir wollen eine liberale Bürgergesellschaft, in der die Bürger1 über die Zukunft Deutschlands mitentscheiden und an demokratischen Entscheidungsprozessen teilhaben.","202",NA
"Wir wollen, daß die Bürger wieder Zuversicht und Mut fassen, gemeinsam mit den Liberalen notwendige Veränderungen in unserer Gesellschaft anzustoßen.","202",NA
"Für die liberale Bürgergesellschaft müssen die Maßstäbe politischen Handelns neu definiert werden: Freiheit vor Gleichheit,","201",NA
"Erwirtschaften vor Verteilen,","401",NA
"Privat vor Staat,","401",NA
"Eigenverantwortung statt Staatsgläubigkeit,","401",NA
"Chancengleichheit statt Gleichmacherei.","503",NA
"Wer mehr Freiheit und Chancengerechtigkeit will, braucht die FDP.","201",NA
"Die Liberalen machen sich für die Rechte der Einzelnen in Verantwortung für eine bessere Zukunft unseres Landes stark.","201",NA
"Wir wollen, daß die Menschen selbst entscheiden, wie sie ihr Leben führen.","401",NA
"Die Politik muß sich daher zukünftig mehr darauf beschränken, den Rahmen für das menschliche Miteinander zu gestalten.","401",NA
"Die anderen Parteien greifen zu sehr in das Leben der Menschen ein, weil sie sich anmaßen zu wissen, was das Beste für die Bürger ist.","305",NA
"Niemand aber ist im Besitz von endgültigen Wahrheiten.","305",NA
"Die Debatten der letzten Jahre handeln von den Chancen und den Herausforderungen der Globalisierung,","000",NA
"den Risiken und Kosten eines überdehnten Sozialstaats","505",NA
"und den Lebensumständen einer alternden Gesellschaft.","000",NA
"Die Idee der Freiheit muß sich täglich in konkreter Politik gegenüber den Menschen beweisen und deren Fragen beantworten.","201",NA
"Wir betrachten die Gegenwart realistisch und leiten aus den positiven Erfahrungen mit liberalen Antworten in der Vergangenheit den Optimismus ab, die Zukunft der Gesellschaft erfolgreich gestalten zu können.","201",NA
"Denn auch der Fortschritt ergibt sich nicht automatisch; er muß von den Menschen Tag für Tag erarbeitet werden.","401",NA
"Dazu brauchen die Bürger bessere politische Rahmenbedingungen für Innovation und Wachstum in Deutschland.","410",NA
