"text","cmp_code","eu_code"
"Es geht auch anders: Nur Gerechtigkeit sichert Zukunft! Die Zeit drängt. Deutschland braucht Veränderung",NA,NA
"Deutschland hat eine Regierung, die mit großen Hoffnungen gewählt wurde – wegen Schröders Versprechen und Lafontaines Programm.","305",NA
"Doch den Politikwechsel ist sie schuldig geblieben.","305",NA
"Die Bundesregierung hat den großen Konzernen und Banken viel, den meisten Menschen in Deutschland wenig gebracht.","503",NA
"Sie hat Krieg wieder zum Mittel deutscher Politik gemacht,","105",NA
"und sie hat ihre Arbeitsplatzversprechen nicht gehalten.","701",NA
"Wir sehen nicht nur die Krisen dieses Landes und das Versagen der herrschenden Politik.","305",NA
"Wir schätzen den geistigen, kulturellen und ethischen Reichtum der Menschen, die in Deutschland leben.","601",NA
"Wir wissen um die wirtschaftliche, finanzielle und politische Macht und die großen Möglichkeiten der Bundesrepublik Deutschland.","601",NA
"Um so empörender ist die Bilanz mit Millionen Arbeitslosen,","701",NA
"zunehmender sozialer Spaltung und Ausgrenzung","503",NA
"und einer Politik, die demokratische Standards abbaut,","202",NA
"Bildung und Zukunftschancen junger Menschen kaputt spart,","506",NA
"Frauen gesellschaftlich benachteiligt und sie millionenfach in schlecht bezahlte Teilzeitarbeit und sozial ungesicherte Arbeitsverhältnisse abdrängt.","706",NA
"Gesellschaftliche Solidarität ist unter den Regierungen von Kohl und Schröder zum Auslaufmodell geworden.","503",NA
"Privatisierung der sozialen Sicherheit und eine skandalöse Umverteilung des gesellschaftlichen Reichtums von unten nach oben sind die bedrohlichen Ergebnisse dieser Politik.","504",NA
"Dem Osten, schon um viele Chancen von 1989 betrogen, droht ein unumkehrbarer Abstieg – die Jugend geht weg.","503",NA
"In immer kürzeren Abständen ist Krieg das Instrument der Regierenden in der NATO, um ihre Vorherrschaft in dieser gefährdeten und konfliktreichen Welt durchzusetzen.","105",NA
"Statt die Wurzeln des internationalen Terrorismus – Ausbeutung und Unterdrückung, Perspektivlosigkeit und kulturelle Zerstörung – zu beseitigen, werden mit Angriffskriegen und Völkerrechtsbruch weitere Ursachen für ihn gefördert.","105",NA
"Die Alternative der CDU/CSU zu dieser Politik heißt Stoiber, nicht Gerechtigkeit, Frieden, Arbeit.","305",NA
"SPD und Grüne einerseits, CDU/CSU andererseits streiten um die Regierungsmacht und um Nuancen der gleichen Politik.","305",NA
"Doch am Beginn des neuen Jahrhunderts sind die Gegenkräfte auch in Deutschland erkennbar.","305",NA
"Globalisierungskritische Bewegungen haben neue Fragen auf die Tagesordnung dieser Gesellschaft gesetzt und Einfluss gewonnen.","305",NA
"Die intellektuelle Debatte in der Bundesrepublik hat an gesellschaftskritischer Dimension gewonnen.","305",NA
"In Teilen der Gewerkschaften und der Kirchen, in Frauen-, Jugend-, Friedens- und Antirassismusinitiativen wird dem herrschenden Neoliberalismus hörbar widersprochen.","305",NA
"Und Deutschland hat eine Partei, die in Bundestag und Öffentlichkeit gegen Krieg, gesellschaftliche Erstarrung und soziale Ungerechtigkeit opponiert.","305",NA
"Die Partei des Demokratischen Sozialismus will realistische Politik.","305",NA
"Sie scheut nicht den kleinen Schritt und nicht den historischen Kompromiss.","305",NA
"Sie hält fest an ihrem Ziel, wirkungsvoll zu einem Mitte-Links-Bündnis in Deutschland beizutragen.","305",NA
"Aber es gibt keine Ziele, wegen derer sie „Ja“ sagen würde zu einer Beteiligung an Kriegspolitik.","105",NA
"Es gibt keine Koalition, wegen der sie „Ja“ sagen würde zur Fortsetzung einer Politik der sozialen Kälte.","503",NA
"Es gibt kein Argument, wegen dessen sie bereit wäre, sich mit dem Abbruch demokratischer und freiheitlicher Rechte abzufinden.","202",NA
"Die PDS will eine neue Politik.","305",NA
"Gemeinsam mit Betroffenen, mit Gewerkschaften, Verbänden, Vereinen, Initiativen.","606",NA
"Sie streitet für eine reiche Zukunft für Kinder und Jugendliche","706",NA
"und findet sich nicht ab mit der gesellschaftlichen Spaltung zu Lasten der Frauen.","706",NA
"Die PDS hat viel geleistet, um Voraussetzungen für eine politische und gesellschaftliche Alternative zu schaffen.","305",NA
"Auf Seiten der Sozialdemokratie bestehen diese Bedingungen jedoch ganz offenkundig noch nicht.","305",NA
"Deshalb kann es für die PDS gegenwärtig keine andere Entscheidung geben: Sie geht als oppositionelle Partei gegenüber der jetzigen Regierungspolitik und deren allzu ähnlichen konservativen Alternativen in den Bundestagswahlkampf 2002 und in die neue Legislaturperiode.","305",NA
"Das sollen die Wählerinnen und Wähler wissen.","000",NA
"Darauf können sie sich verlassen.","305",NA
"Deutschland braucht diese PDS, die gegen die Vorherrschaft des Großkapitals in Staat und Gesellschaft ankämpft,","503",NA
"die Engagement der Menschen will","606",NA
"und die natürlichen Lebensgrundlagen verteidigt.","501",NA
"Ihr gesellschaftliches Ziel ist demokratischer Sozialismus – eine Gesellschaft, in der die freie Entwicklung der Einzelnen zur Bedingung der freien Entwicklung aller wird.","201",NA
"Es lohnt sich, mehr PDS in den Bundestag zu wählen: als Partei der sozialen Gerechtigkeit,","503",NA
"§ als Friedens- und Antikriegspartei,","105",NA
"§ als Partei, die Ostdeutschland als Zukunftschance begreift.","606",NA
"Deutschland braucht mehr PDS – dringender denn je!",NA,NA
"Neue Arbeitsplätze – Basis für soziale Gerechtigkeit und Zukunftsfähigkeit",NA,NA
"Erwerbsarbeit ist in unserer Gesellschaft die ökonomische Grundlage für ein selbstbestimmtes Leben.","701",NA
"Bezahlte Arbeit ist das entscheidende Mittel für gesellschaftlichen Zusammenhalt.","606",NA
"Moderne, sozial gerechte Politik muss daher mehr sein als Anpassung an neue Bedingungen und Unterstützung der Wirtschaft.","503",NA
"Sie muss bewusst Gestaltung sozialer Verhältnisse sein.","503",NA
"Angesichts der Herausforderungen der demografischen Entwicklung der Gesellschaft gilt es, das solidarische Miteinander der Generationen, Ausgleich und Gerechtigkeit innerhalb und zwischen ihnen zu fördern.","606",NA
"Ohne Überwindung der Massenarbeitslosigkeit, ohne eine Politik mit dem Ziel neuer Vollbeschäftigung wird es nicht gelingen, den Sozialstaat wirksam zu erneuern und zu einer nachhaltigen, sozialökologischen Entwicklung der Gesellschaft überzugehen.","701",NA
"Die Einkommens- und Lebensinteressen der Menschen müssen gegenüber den Profitinteressen, zumal denen der Banken und transnationalen Großkonzerne, durchgesetzt werden.","503",NA
"Längerfristige volkswirtschaftliche Erfordernisse und gesellschaftliche Zusammenhänge müssen gegen die soziale Blindheit und das Kurzzeitdenken der Märkte, insbesondere der Finanzmärkte, zur Geltung gebracht werden.","503",NA
"Die PDS verteidigt die Tarifautonomie gegen diejenigen, die sie aushöhlen und letztlich beseitigen wollen.","405",NA
"Die Überwindung der Massenarbeitslosigkeit kann nicht dem Markt überlassen werden.","701",NA
"Die Bundesregierung hat die Schaffung zukunftsfähiger Arbeitsplätze nicht in den Mittelpunkt ihrer Bemühungen gestellt.","701",NA
"Sie hat es versäumt, frühzeitig auf die sich abzeichnende weltweite Konjunkturkrise zu reagieren.","305",NA
"Sie hat dogmatisch an der Politik der Haushaltskonsolidierung festgehalten.","305",NA
"Deutschland steht in der Beschäftigungspolitik, bei der sozialen Daseinsvorsorge und den öffentlichen Zukunftsinvestitionen schlechter da als viele seiner europäischen Nachbarn.","305",NA
"Beschäftigungsorientierte Politik muss sich in der kommenden Legislaturperiode von zwei Irrtümern verabschieden: Die Behauptung, dass niedrigere Löhne zu mehr Beschäftigung führen, wird durch die Arbeitsmarktlage besonders in Ostdeutschland widerlegt.","701",NA
"Die Behauptung, dass die Steuerreform neue Arbeitsplätze bringe, erwies sich als falsch, weil die Entlastungen für die Masseneinkommen durch den Anstieg der Preise und indirekten Steuern aufgezehrt wurden;","305",NA
