"text","cmp_code","eu_code"
"„Arbeit, Innovation und Gerechtigkeit“",NA,NA
"SPD-Programm für die Bundestagswahl 1998",NA,NA
"Deutschland braucht einen Politikwechsel: Die Zeit für den Wechsel ist da 5",NA,NA
"0 Starke Wirtschaft - Neue Arbeit........... 3",NA,NA
"1 Gerechte Steuern und solide Finanzen........... 10",NA,NA
"2 Die innere Einheit vollenden: Eine neue Chance für Ostdeutschland........... 12",NA,NA
"3 Soziale Sicherheit und Gerechtigkeit........... 15",NA,NA
"4 Familien wieder eine Zukunft geben........... 20",NA,NA
"5 Frauen nach vorn - Neuer Aufbruch für die Frauenpolitik........... 21",NA,NA
"6 Jugend braucht Zukunft - Bildung für alle........... 22",NA,NA
"7 Die Chancen des längeren Lebens nutzen - Politik für ältere Menschen........... 24",NA,NA
"8 Die ökologische Modernisierung als Jahrhundertchance für Arbeit und Umwelt........... 25",NA,NA
"9 Der Staat als Partner in der freien Bürgergesellschaft........... 27",NA,NA
"10 Inneren Frieden bewahren - Innere Sicherheit stärken: ........... 29",NA,NA
"Entschlossen gegen Kriminalität und gegen ihre Ursachen........... 29",NA,NA
"11 Neue Verantwor­tung für das geeinte Deutsch­land in Europa und in der Welt........... 31",NA,NA
"SPD: Politik für die Mehrheit 48",NA,NA
"Deutschland braucht einen Politikwechsel - Die Zeit für den Wechsel ist da",NA,NA
"Deutschland ist ein starkes Land","601",NA
"Aber es hat eine schwache Bundesregierung","305",NA
"Unser Land hat große Chancen","601",NA
"Diese Chancen müssen genutzt werden","305",NA
"Wir können die Herausforderungen des 21. Jahrhunderts bestehen","000",NA
"Dafür braucht Deutschland eine neue Politik und eine neue Regierung","305",NA
"Deutschland braucht eine neue Politik für Arbeit, Innovation und Gerechtigkeit",NA,NA
"Unser Land braucht eine Politik für neue wirtschaftliche Dynamik","410",NA
"und für neue Arbeitsplätze","701",NA
"Eine Politik, die für wirtschaftliche, technologische und ökologische Innovationen sorgt und für gesellschaftlichen Fortschritt","411",NA
"Eine Politik, die auf gesellschaftlichen Konsens zielt","606",NA
"und auf soziale Gerechtigkeit","503",NA
"Deutschland braucht eine neue Regierung",NA,NA
"Glaubwürdigkeit, Berechenbarkeit und Verläßlichkeit müssen wieder zur Richtschnur der Regierungspolitik werden","305",NA
"Die Menschen in unserem Land wissen aus ihrem täglichen Leben, daß Veränderungen notwendig sind, um die Chancen der neuen Zeit zu nutzen","305",NA
"Damit sind sie weiter als ihre bisherige Regierung","305",NA
"Zwischen den Regierenden und den Regierten ist es zu einer tiefgreifenden Entfremdung gekommen","305",NA
"Wenn es mit Deutschland wieder aufwärts gehen soll, dann führt an einem Regierungswechsel kein Weg mehr vorbei","305",NA
"Deutschland braucht eine neue Aufbruchstimmung","305",NA
"Der Regierungswechsel in Bonn, das ist das beste Sofortprogramm für mehr Wachstum","410",NA
"und neue Arbeitsplätze","701",NA
"Die SPD ist bereit, die Regierungsverantwortung für Deutschland zu übernehmen","305",NA
"Wir werden unser Land ins 21. Jahrhundert führen - sicher und gerecht","305",NA
"Neue Arbeitsplätze",NA,NA
"Der Abbau der Arbeitslosigkeit - das wird das oberste Ziel der SPD-geführten Bundesregierung:","701",NA
"Arbeitsplätze schaffen und Arbeitsplätze sichern - das steht im Mittelpunkt unseres Programms","701",NA
"Denn der Abbau der Arbeitslosigkeit ist der Schlüssel zur Lösung der ökonomischen, finanziellen und sozialen Probleme unseres Landes","701",NA
"Beim Kampf gegen die Arbeitslosigkeit werden wir die Stärken nutzen, die unser Land zu einer der größten Wirtschaftsnationen der Welt gemacht haben: Qualifikation und Leistungsbereitschaft, Erfindergeist und Entscheidungskraft, Mut und Disziplin, Flexibilität, Innovationskraft und Verantwortungsbewußtsein","601",NA
"Auf diese großen Stärken und Traditionen unseres Landes können wir stolz sein","601",NA
"Das sind die Trümpfe, die wir jetzt ausspielen werden, um im weltweiten Wettbewerb erfolgreich zu sein und für mehr Wachstum und neue Arbeitsplätze zu sorgen","410",NA
"Die SPD-geführte Bundesregierung wird den Anstieg der Arbeitslosigkeit stoppen und für eine grundlegende Wende auf dem Arbeitsmarkt sorgen","701",NA
"Unser langfristiges Ziel bleibt die Vollbeschäftigung: Wir wollen, daß jede Frau und jeder Mann eine Chance auf einen sicheren Arbeitsplatz erhält","701",NA
"Innovationen in Wirtschaft, Staat und Gesellschaft",NA,NA
"In einer Welt des Wandels kann nicht alles bleiben, wie es ist","000",NA
"Veränderungen sind notwendig - in der Arbeitswelt, bei der Gestaltung der sozialen Sicherung, beim Verhältnis von Staat und Gesellschaft","000",NA
"Wenn wir die Herausforderungen des 21. Jahrhunderts bestehen wollen, dann müssen wir bereit sein zu Innovationen in Wirtschaft, Staat und Gesellschaft","000",NA
"Die Menschen sind zu den notwendigen Veränderungen bereit - sie wollen aber, daß dabei die soziale Gerechtigkeit nicht unter die Räder kommt","503",NA
"Die Bürgerinnen und Bürger können sich darauf verlassen: Die SPD-geführte Bundesregierung wird dafür sorgen, daß es bei den notwendigen Veränderungen fair und gerecht zugeht","503",NA
"Wir wissen: Soziale Innovation, und nicht Sozialabbau, das ist die Basis für wirtschaftlichen Erfolg","504",NA
"Erneuerung der Sozialen Marktwirtschaft",NA,NA
"Wir werden die Soziale Marktwirtschaft erneuern: Wir setzen auf die Kräfte des Marktes und auf die Leistungsbereitschaft der Menschen","401",NA
"Und wir bauen auf soziale Partnerschaft und auf soziale Stabilität","503",NA
"Die Erneuerung der Sozialen Marktwirtschaft ist der Garant für Wohlstand und Erfolg, für soziale Sicherheit und demokratische Stabilität","504",NA
"Wir werden es nicht zulassen, daß der gesellschaftliche Konsens in unserem Land immer weiter beschädigt wird","504",NA
"Unser Leitbild ist eine moderne Teilhabegesellschaft, in der alle ihren gerechten Anteil erhalten am gemeinsam erarbeiteten Wohlstand","503",NA
"Bündnis für Arbeit, Innovation und Gerechtigkeit",NA,NA
"Die Innovationen und Veränderungen, die unser Land jetzt braucht, sind nur möglich, wenn alle gesellschaftlichen Kräfte mobilisiert werden","606",NA
"Deshalb werden wir ein Bündnis für Arbeit, Innovation und Gerechtigkeit schmieden:","606",NA
"Sofort nach der Regierungsübernahme wird der sozialdemokratische Bundeskanzler Gewerkschaften und Unternehmen an einen Tisch zusammenholen und gemeinsam mit ihnen die Maßnahmen vereinbaren, die für den Abbau der Arbeitslosigkeit notwendig sind","405",NA
"Zu diesem Bündnis wollen wir auch die Kirchen einladen","405",NA
"Zu einem Bündnis für Arbeit, Innovation und Gerechtigkeit gehört ein fairer Interessenausgleich nach dem Grundsatz des gegenseitigen Gebens und Nehmens","503",NA
"Das wird unser Erfolgsrezept für nachhaltiges Wachstum und neue Arbeitsplätze:","701",NA
"· Umfassende Innovationen in Wirtschaft, Staat und Gesellschaft","000",NA
"· Erneuerung der Sozialen Marktwirtschaft und","504",NA
"· ein Bündnis für Arbeit, Innovation und Gerechtigkeit","606",NA
"Unsere Vision für das Deutschland des 21. Jahrhunderts",NA,NA
"Wir Sozialdemokratinnen und Sozialdemokraten haben eine klare Vision für die Zukunft unseres Landes: Wir wollen ein Deutschland mit einer starken Wirtschaft","410",NA
"und mit sicheren Arbeitsplätzen","701",NA
"Ein Land, das mit Spitzentechnologie und Spitzenqualität auf den Zukunftsmärkten der Welt erfolgreich ist","411",NA
