"text","cmp_code","eu_code"
"BÜNDNIS 90/DIE GRÜNEN",NA,NA
"Grün ist der Wechsel",NA,NA
"Programm zur Bundestagswahl 1998",NA,NA
"Inhalt",NA,NA
"Umwelt- und Naturschutz -",NA,NA
"Basis der ökologischen Wirtschaft 7",NA,NA
"Nachhaltig wirtschaften.",NA,NA
"Wege aus der Witschafts- und Finanzkrise 19",NA,NA
"Solidarität neu bergründen.",NA,NA
"Für eine gerechte zukunftsfähige Gesellschaft 33",NA,NA
"Frauenpolitik",NA,NA
"für eine emanzipierte Gesellschaft 42",NA,NA
"Zukunft gestalten",NA,NA
"durch Bildung und Wissenschaft 47",NA,NA
"Bürgerrechte, Demokratie und öffentliche Sicherheit 52",NA,NA
"Außenpolitischer Aufbruch ins 21. Jahrhundert 62",NA,NA
"HerausgeberIn:",NA,NA
"BÜNDNIS 90/DIE GRÜNEN Bundesgeschäftsstelle Referat Öffentlichkeitsarbeit, Norbert Franck",NA,NA
"Baunscheidtstr. 1a, 53113 Bonn",NA,NA
"Tel: 0228 - 91 66 0",NA,NA
"Fax: 0228 - 91 66 199",NA,NA
"EMail: info@gruene.de",NA,NA
"Internet: www.gruene.de",NA,NA
"Präambel",NA,NA
"Grün ist der Wechsel!",NA,NA
"Es ist Zeit für einen Wechsel","000",NA
"Die Bundesrepublik braucht eine neue, eine soziale und ökologische Politik","303",NA
"Die Herausforderungen eines neuen Jahrhunderts sind nicht mit den Konzepten von gestern und vorgestern zu bewältigen","303",NA
"Politik kann nicht alle Probleme lösen","000",NA
"Aber Politik muß ihren Teil zur Lösung der Probleme beitragen","000",NA
"Dafür ist die Bundestagswahl 1998 eine entscheidende Wahl","000",NA
"Sie können wählen zwischen dem Mut zur Wirklichkeit und dem Aussitzen der Probleme","305",NA
"Sie haben die Wahl zwischen dem Erhalt unserer natürlichen Lebensgrundlagen und dem Wachstum der Klimakatastrophe,","416",NA
"zwischen Solidarität und Ausgrenzung","606",NA
"Es geht darum, wie die Zukunft gestaltet werden soll","305",NA
"BÜNDNIS 90/DIE GRÜNEN stehen für Nachhaltigkeit,","416",NA
"soziale Gerechtigkeit,","503",NA
"Demokratie","202",NA
"und Gleichberechtigung der Frauen","503",NA
"Wir wollen die Bundesrepublik ökologisch modernisieren","416",NA
"Wir wollen die Erwerbslosigkeit aktiv bekämpfen","701",NA
"Wir wollen den Sozialstaat durch Erneuerung sichern","504",NA
"Wir wollen die Demokratie ausbauen","202",NA
"Wir wollen eine Politik, die auch den Ländern im Süden und Osten gleichberechtigte Entwicklungschancen eröffnet","606",NA
"Die Zukunft verlangt den Wechsel",NA,NA
"An den Schlüsselfragen der Zukunft ist das konservative Politikmodell gescheitert","305",NA
"Die Regierung Kohl hat kein Problem gelöst, aber alle verschärft und das Land in eine Sackgasse geführt","305",NA
"Sie hatte die Schwierigkeiten der alten Bundesrepublik vor ’89 nicht bewältigt","305",NA
"Sie hat den neuen Bundesländern keine blühenden Landschaften gebracht","305",NA
"Sie hat die Chancen zur Neugestaltung im vereinten Deutschland verspielt und ihre Versprechen gebrochen","305",NA
"Die Bilanz der CDU-geführten Regierung lautet: Rekordarbeitslosigkeit, Rekordstaatsverschuldung, Rekordpleitewelle, Rekordverarmung, Rekordbereicherung","305",NA
"Soziale Unsicherheit ist allgemein geworden","503",NA
"Noch nie gab es so viele Menschen, die auf Sozialhilfe angewiesen sind","701",NA
"Jugendlichen fehlen die Ausbildungsplätze, StudentInnen die Lehrbücher und Lehrangebote","506",NA
"Die Kluft zwischen Arm und Reich wächst","503",NA
"Die öffentlichen Haushalte sind kaputtgespart","408",NA
"Die privaten Vermögen Weniger florieren","503",NA
"Die Steuerpolitik fördert die Umverteilung zugunsten der Unternehmen und Vermögenden, die NormalverdienerInnen belastet sie um so mehr","503",NA
"Die Globalisierung mußte als standortgefährdendes Schreckgespenst für die Einschnitte ins soziale Netz herhalten","504",NA
"Tatsächlich hat die Bundesrepublik von der Globalisierung profitiert","410",NA
"Sie wurde Exportvizeweltmeister","410",NA
"Der Preis dafür ist hoch","416",NA
"Wachstum und Beschäftigung sind entkoppelt","701",NA
"Arbeit wurde verteuert","701",NA
"Weltmarktfähige Zukunftsbranchen wie die Solarindustrie wurden ins Ausland vertrieben","406",NA
"Deutschland belastet die Erdatmosphäre durch klimaschädliche Emissionen","501",NA
"Die Bundesregierung fördert den Auto- und Flugverkehr durch hohe Subventionen","501",NA
"Sie betreibt, gegen den Willen der Mehrheit der Bevölkerung, weiter Atomkraftwerke und produziert Atommüll","416",NA
"Obwohl der Kalte Krieg vorbei ist, hat sie die Bundeswehr nicht ab-, sondern teuer umgerüstet","105",NA
"Der Krieg in Bosnien und das Versagen Europas dort wurden genutzt, um die Einsatzmöglichkeiten der Bundeswehr zu entgrenzen","105",NA
"Die Regierung behindert ihr eigenes Ziel der Europäischen Einigung","203","108"
"und blockiert eine europäische Beschäftigungspolitik","701","108"
"CDU/CSU und FDP sind dabei, die Bundesrepublik auf einen Standort Deutschland herunterzuwirtschaften","408","108"
"Statt die Interessen aller Beteiligten demokratisch einzubeziehen, setzt sie auf Spaltung: Erwerbstätige gegen Erwerbslose, West gegen Ost, Gesunde gegen Kranke, Junge gegen Alte, Männer gegen Frauen, Deutsche gegen AusländerInnen, Singles gegen Familien","606",NA
"Wo das Gesetz des Stärkeren gilt, sind Haß und Gewalt nicht fern","606",NA
"Unter Kohl ist in Deutschland Rassismus wieder hoffähig gemacht worden","606",NA
"Fünf Jahre nach den Brandanschlägen von Solingen und Lübeck ist rechtsextremistische Gewalt weiter bitterer Alltag","606",NA
"Fünf Jahre nach der Abschaffung des Asylrechts müssen Menschen in Deutschland vor der Polizei in Kirchen Asyl suchen","201",NA
"Immer noch werden Millionen Bürgerinnen und Bürger die Staatsbürgerrechte verweigert","201",NA
"Aber es ist unübersehbar: Die Koalition aus CDU, CSU und FDP ist am Ende","305",NA
"Sie ist nicht mehr handlungsfähig","305",NA
"Zank und Stillstand symbolisieren ihre Politik","305",NA
"Damit aber wird Politik überhaupt diskreditiert","305",NA
"Die Kohl-Regierung vermittelt den Menschen das Gefühl, daß sich sowieso nichts ändern läßt","305",NA
"Einen Wechsel für die Jugend",NA,NA
"Die Erwartungen junger Menschen an die Zukunft haben sich geändert","706",NA
"Und ”die” Jugend läßt sich nicht auf ein Lebensgefühl reduzieren","706",NA
"Doch sie ist besonders von den Entscheidungen heutiger Politik betroffen","706",NA
"Verläßliche Orientierungspunkte in der Lebensplanung junger Menschen gibt es kaum noch: Angst vor Arbeitslosigkeit, sozialem Abstieg und Vernichtung der Umwelt verunsichern","706",NA
"Ein Schulabschluß garantiert keine Arbeit, der Job keine soziale Absicherung und das eigene ökologische Handeln kein gesundes Leben","503",NA
"Die Bereitschaft vieler Jugendlicher, sich im sozialen, kulturellen und ökologischen Bereich zu engagieren, wird gedämpft durch Perspektivlosigkeit und unglaubwürdige Politik:","706",NA
"Für Bildung ist kein Geld da,","506",NA
"aber für die Finanzierung des Eurofighters;","105",NA
"Deutschland bemüht sich angeblich um Frieden in der Welt und profitiert gleichzeitig von Waffenexporten;","105",NA
"Jugendliche sehen sich als gewaltbereit und faul beschimpft, während Bundesregierung und Wirtschaft eine aktive Beschäftigungspolitik verweigern","701",NA
"Eine solche Politik löst eine skeptische Distanz der jungen Generation zum gesellschaftlichen System in der Bundesrepublik aus","606",NA
"Bedürfnisse, Sehnsüchte und alltägliche Interessen junger Menschen werden von PolitikerInnen kaum wahrgenommen","706",NA
"Im Gegenteil - die mit angeblichen Sachzwängen gerechtfertigte Sparpolitik der Bundesregierung trifft in hohem Maße Jugendeinrichtungen im Osten, Sportangebote, Ausbildungsplätze im öffentlichen Dienst, Schulen und Hochschulen","504",NA
"Verkrustete Strukturen und alte Seilschaften verhindern einen Generationenwechsel und ein gesellschaftliches Umdenken","706",NA
"Dies vermindert vor allem die Chancen junger Frauen","503",NA
"- das Ausbildungsangebot für sie betont klassische Frauenberufe,","503",NA
"die immer wiederkehrende Debatte um die Schwangerschaftsberatung läßt ihnen für eigene Entscheidungen über ihre Zukunft keinen Spielraum,","604",NA
"eine entwürdigende AusländerInnenpolitik drängt besonders junge Migrantinnen an den Rand der Gesellschaft","503",NA
"Die herrschende Politik nutzt die daraus entstehende Ohnmacht und Wut zur Entsolidarisierung der Gesellschaft","606",NA
"Grüne wollen dem eine Politik entgegensetzen, bei der junge Menschen aktiv mitbestimmen können und die ihre Erfahrungen und Lebenslagen ernst nimmt","706",NA
"Wir wollen, daß Jugendliche in die Gestaltung der heutigen Gesellschaft und ihrer Zukunft eingreifen können anstatt sich überlieferten Lebensweisen anpassen zu müssen","503",NA
"Wir wollen mit unseren Konzepten Perspektiven für junge Menschen aufzeigen und ihnen politische Teilhabe ermöglichen","706",NA
"Grüne machen Mut zum Wechsel",NA,NA
"Politikverdrossenheit ist die falsche Antwort auf die von oben gewollte Lähmung der Gesellschaft","606",NA
"Wir wollen diese Lähmung aufbrechen","606",NA
"Es macht uns zuversichtlich, daß viele Kräfte der Gesellschaft alles andere als gelähmt sind","606",NA
"Gewerkschaften, Initiativen und Kirchen engagieren sich gemeinsam für die Lösung der sozialen Probleme des Landes","606",NA
"Streiks und Demonstrationen verhinderten die Kürzung der Lohnfortzahlung im Krankheitsfall","701",NA
"Jugendliche leisten freiwillig soziale Jahre","606",NA
"Sie beteiligen sich an Sitzblockaden gegen Atommülltransporte, engagieren sich im Umweltschutz oder für humanitäre Projekte","606",NA
"Sie demonstrieren für bessere Bildungschancen, mehr Mitbestimmung und bringen mit ihren Streiks Bewegung in die erstarrten Hochschulen","606",NA
"Obdachlose machen Zeitungen, Erwerbslose gründen Gemeinschaften","606",NA
"Menschen jeden Alters schützen mit ihrer Zivilcourage die Menschenrechte Verfolgter","606",NA
"Kampagnen, wie etwa gegen die Landminen, haben inzwischen internationale Abkommen erzwungen","606",NA
"Die Gesellschaft ist den politischen Institutionen vielfach weit voraus: Kreative UnternehmerInnen und GewerkschafterInnen erproben neue Arbeitszeitmodelle und damit die Umverteilung von Arbeit und Arbeitseinkommen auf alle","701",NA
"ArbeiterInnen und Angestellte vor allem in Ostdeutschland retten ihre Betriebe und ihre Arbeitsplätze durch Unternehmensbeteiligungen – ohne auf große Vorbilder oder VordenkerInnen zu warten","701",NA
"Eine neue Politik muß diese Energie, diese Tatkraft aufnehmen","305",NA
"Sie muß den Mut aufbringen zum Unkonventionellen, zum Brückenschlag, zum Experiment, zum Neuen","305",NA
"Eine neue Politik muß den Mut haben, Probleme anzusprechen statt sie mit Schweigen oder mit abenteuerlichen Finanzkonstrukten zu vertagen","305",NA
"Ein neuer Anfang",NA,NA
"Eine andere Politik für eine andere Mehrheit",NA,NA
"Das Ende der Kohl-Zeit ist absehbar","305",NA
"Die Menschen wissen, daß es so nicht weitergehen kann","305",NA
"Aber die Angst vor einer Veränderung ist auch unübersehbar","000",NA
"Auf diese Angst zielt die Vorbereitung einer großen Koalition","305",NA
"Doch gerade mit Blick auf junge Menschen dürfen die, die sich momentan im System gut eingerichtet haben, nicht den notwendigen gesellschaftlichen Aufbruch blockieren","305",NA
"Die große Koalition ist die geheime Option von CDU wie SPD","305",NA
"Große Koalitionen bedeuten großen Stillstand","305",NA
"Ökologie, soziale Gerechtigkeit, Demokratie und Gleichberechtigung blieben auf der Strecke","305",NA
"Die Chance eines politischen Wandels wäre für mehr als nur vier Jahre vergeben","305",NA
"Für Jugendliche, die teilweise nichts anderes erlebt haben als einen selbstgefälligen Kanzler, der gesellschaftliche Bewegung ignoriert oder diffamiert, würde die Bereitschaft für eine aktive Mitgestaltung der Gesellschaft verloren gehen","606",NA
"Rechtspopulisten wie in Österreich drohen parlamentsfähig zu werden","606",NA
"Die Wahlbeteiligung würde weiter zurückgehen","202",NA
"Die große Koalition hätte sich selbst zum Nachfolger","305",NA
"Deshalb lautet die Alternative für 1998: Entweder es gibt ein Weiter-So mit der CDU oder einen politischen Neuanfang","305",NA
"BÜNDNIS 90/DIE GRÜNEN wollen die jetzt regierenden Parteien vollständig von der Macht ablösen","305",NA
"Ein politischer Neuanfang ist nur mit Rot-Grün möglich","305",NA
"| Nur wenn SPD und Grüne eine eigene Mehrheit im neuen Bundestag haben, wird eine große Koalition zu verhindern sein","305",NA
"Wir wissen: Die SPD ist in weiten Teilen eine strukturkonservative Partei","305",NA
"Deshalb werden die Grünen in einer Koalition für Reformschub sorgen müssen","305",NA
"Nur eine Stimme für die Grünen ist eine Stimme für den Wechsel","305",NA
"Wir fügen hinzu: Für bloßes Durchwursteln, als reine Mehrheitsbeschaffer, stehen wir nicht zur Verfügung","305",NA
"Wir wollen dieses Land gemeinsam mit seinen Bürgerinnen und Bürgern verändern","606",NA
"Wir wollen ihren Reformwillen und ihr Engagement aufnehmen und umsetzen","606",NA
"Wir wissen, welchem schweren Erbe von 16 Jahren Kohl-Regierung wir uns stellen","305",NA
"Wir wollen die herrschende Verantwortungslosigkeit gegenüber der Zukunft beenden","606",NA
"Wir sind entschlossen, Verantwortung zu übernehmen","305",NA
"Dazu brauchen wir Ihre Stimme am Wahltag genauso wie Ihre Mitwirkung und Ihr Engagement danach","606",NA
"Um beides möchten wir Sie bitten","305",NA
"Grün ist der Wechsel",NA,NA
"Umwelt- und Naturschutz",NA,NA
"Basis der ökologischen Wirtschaft",NA,NA
"Die Wachstumsgesellschaft stößt an ihre Grenzen: ökologisch und ökonomisch","416",NA
"Längst sind die Auswirkungen lokaler Umweltdesaster global – und das nicht erst seit dem Supergau von Tschernobyl oder der Ökokatastrophe im Herbst 1997 in Asien","501",NA
"Die ökologischen Kosten des Wachstums werden weltweit spürbar","416",NA
"Umweltschutz steht heute nicht im Mittelpunkt des öffentlichen Interesses","501",NA
"Längst sicher geglaubte Errungenschaften der Umweltbewegung werden wieder in Frage gestellt","501",NA
"Die Lebensqualität droht im härter gewordenen globalen Verteilungskampf um materiellen Wohlstand auf der Strecke zu bleiben","416",NA
"BÜNDNIS 90/DIE GRÜNEN meinen: Der Schutz der Umwelt muß auch in wirtschaftlich schwierigen Zeiten Priorität haben","501",NA
"In der Regierung Kohl herrscht umweltpolitischer Stillstand: Die Bundesregierung definiert Umweltschutz als ein Luxusgut, auf das sich in Zeiten leerer Kassen zunehmend verzichten läßt","501",NA
"Als hätte es nie internationale Klimagipfel gegeben, expandiert der Verkehrskollaps, exportiert die deutsche Wirtschaft globale Umweltprobleme zur eigenen Gewinnmaximierung, ist die Regierung Kohl von der vollmundig versprochenen Reduktion des Co2-Ausstosses um 25 Prozent so weit entfernt wie von der Halbierung der Arbeitslosenzahlen","501",NA
"BÜNDNIS 90/DIE GRÜNEN setzen dem ein gerechtes Reformkonzept der Nachhaltigkeit entgegen","416",NA
"Nachhaltige Umweltpolitik schafft Arbeit",NA,NA
"Wirtschaftliche Entwicklung und Bewahrung der Natur sind nur gemeinsam zu bewältigen","416",NA
"Das ist der Grundgedanke einer nachhaltigen Wirtschaftsweise","416",NA
"Nachhaltige Entwicklung bedingt nicht nur einen Wechsel des Wirtschaftskurses, sondern tiefgreifende politische und gesellschaftliche Veränderungen","416",NA
"Deutschland steckt in einer ökonomischen, ökologischen und sozialen Krise","416",NA
"Umweltschutz gibt es nicht zum Nulltarif – aber durch intelligente, zukunftsfähige Anreiz- und Lenkungsinstrumente","501",NA
"Mit einer Ökologisch-sozialen Steuerreform werden die Weichen in Richtung einer nachhaltigen, zukunftsfähigen Entwicklung gestellt: der Ressourcenverbrauch wird drastisch reduziert","416",NA
"Eine Ökologisch-soziale Steuerreform verringert nicht nur den Umweltverbrauch,","501",NA
"sie sichert und schafft auch Arbeitsplätze, weil mit ihrem Aufkommen die Lohnnebenkosten spürbar gesenkt werden können","701",NA
"Unser Gesamtkonzept einer Ökologisch-sozialen Steuerreform besteht aus drei Einnahme- und Verwendungs-Säulen","416",NA
"Auf der Einnahmeseite stehen: ? Einführung einer Energiesteuer,","403",NA
"? Erhöhung der Mineralölsteuer und Einführung einer Schwerverkehrsabgabe,","403",NA
"? Abbau ökologisch schädlicher Subventionen","416",NA
"Auf der Verwendungsseite stehen: ? Senkung der Lohnnebenkosten,","701",NA
"? Finanzierung der Verkehrswende, des Ausbaus von Bus- und Bahnverkehr,","411",NA
"? Finanzierung der Energiewende","411",NA
"Mögliche Überschüsse wollen wir den Bürgerinnen und Bürgern zurückgeben","401",NA
"Die Ökologisch-soziale Steuerreform kehrt die heutigen Fehlentwicklungen um:","416",NA
"Mit den Steuereinnahmen wollen wir die Senkung der Lohnnebenkosten finanzieren: innerhalb von 10 Jahren können die Sozialversicherungsbeiträge um 6 Prozentpunkte gesenkt werden","701",NA
"Niedrigere Arbeitskosten durch niedrigere Lohnnebenkosten sichern und schaffen Arbeitsplätze","701",NA
"Ein zusätzlicher Innovationsschub in Energiespartechniken und Zukunftsenergien wie Wind, Wasser, Sonne und Erdwärme schafft neue Arbeitsplätze","411",NA
"Durch die Energiesteuer verteuert sich der Energieverbrauch, höhere Preise bilden Anreize zum Energiesparen","416",NA
"Schadstoff-Emissionen werden so spürbar gesenkt","501",NA
"Das gesamte Konzept ist zunächst auf 10 Jahre angelegt","404",NA
"Für energieintensive Branchen wollen wir in diesem Zeitraum Anpassungshilfen gewähren","402",NA
"und für besonders betroffene Haushalte einen sozialen Ausgleich schaffen","504",NA
"Fast alle Haushaltstypen sparen durch die Senkung der Sozialversicherungsbeiträge nach Einführung der Energiesteuer im zehnten Jahr bereits deutlich Kosten ein – vorausgesetzt, Energiesparmaßnahmen werden ergriffen","503",NA
"Haushalte mit niedrigem Einkommen werden anteilsmäßig mehr entlastet als obere Einkommensschichten","503",NA
"Menschen, die keine Beiträge zur Sozialversicherung zahlen und so auch durch eine Senkung nicht entlastet werden (Arbeitslose, RentnerInnen, SozialhilfeempfängerInnen und Studierende) erhalten einen sozialen Ausgleich","504",NA
"Energiespartechniken für die Effizienzrevolution, Strom und Wärme durch Wind, Sonne, Erdwärme und Biogas, moderne Verkehrssysteme für Bus und Bahn, das 3-Liter-Auto, neue Bau- und Werkstoffe, langlebige und reparaturfreundliche Produkte, neue Dienstleistungen und vieles mehr – all dies eröffnet einer kreativen Wirtschaft eine große Chance und wird neue Arbeitsplätze schaffen","411",NA
"Die Zukunft beginnt heute","411",NA
"Wer bei den Zukunftstechnologien die Nase vorn haben möchte, muß heute ökologische Innovationen anstoßen","411",NA
"Die Umweltprobleme werden nicht nur durch eine ökologische Innovationsoffensive allein zu lösen sein","501",NA
"Auch das Verhalten der Menschen muß sich ändern: Verzicht kann einen Gewinn an Lebensqualität bedeuten","416",NA
"Damit sich umweltverträgliches Verhalten für alle lohnt und ökologisch innovative Produkte einen Absatzmarkt finden, muß der Staat die Rahmenbedingungen ändern","416",NA
"Umweltschutz in einer globalen Weltwirtschaft ist nicht einfacher geworden","404",NA
"Staatliches Handeln bleibt unverzichtbar, um die ökologischen Probleme zu bewältigen","404",NA
"Bündnis 90/Die Grünen fordern deshalb einen Nationalen Umweltplan","404",NA
"Er soll alle gesellschaftlichen Gruppen an einen Tisch bringen, um Ziele und Maßnahmen auf dem Weg zur nachhaltigen Gesellschaft zu erarbeiten","416",NA
"und der Industrie für Innovation und Forschung entsprechende Anregungen und Investitionssicherheit zu geben","411",NA
"Ökologiepolitik erschöpft sich nicht im Umweltschutz","416",NA
"Sie ist die entscheidende zukunftssichernde Querschnittsaufgabe der Gesellschaft","416",NA
"Bündnis 90/Die Grünen fordern eine ökologische Finanz-, Wirtschafts-, Verkehrs- und Forschungspolitik, damit volkswirtschaftliche Interessen wie der Umweltschutz zu betriebswirtschaftlichen Interessen werden","416",NA
"Dies eröffnet auch Chancen für eine ”Ökologische Technologiereform” für Ostdeutschland:","416",NA
"Notwendig ist dabei ein zukunftsfähiger wirtschaftspolitischer Rahmen, der die ökologische Sanierung und ökologische Modernisierung mit sozialen Aspekten, vor allem der Schaffung zukunftsgerichteter und dauerhafter Arbeitsplätze, verbindet","416",NA
"Ostdeutschland hat so die Chance, eine EU-weit führende Region für nachhaltiges Wirtschaften und Umweltsanierung sowie -dienstleistung zu werden","416",NA
"Durch den Aufbau einer weltweit führenden Umweltbranche in den neuen Ländern besteht die Möglichkeit, durch nachweisbare Kompetenz Wettbewerbsvorsprünge auf internationalen Märkten zu gewinnen","416",NA
"Arbeit und Umwelt müssen keine Gegensätze sein","701",NA
"Im Rahmen einer nachhaltigen Entwicklung kann Umweltschutz in vielen Bereichen Arbeitsplätze schaffen, gerade im Dienstleistungsbereich","701",NA
"Dadurch wollen wir u|a| jene Arbeitsplätze ersetzen, die infolge des ökologischen Strukturwandelns entfallen","701",NA
"Darüber hinaus gehören zur nachhaltigen Entwicklung weitere Arbeitszeitverkürzungen, um Arbeitsplätze zu sichern und neue zu schaffen","416",NA
"Verkehrswende: Für eine zukunftsfähige Mobilität",NA,NA
"Die jahrzehntelange politische Bevorzugung des Autoverkehrs muß beendet werden","408",NA
