"text","cmp_code","eu_code"
"A. Richtungsentscheidung für Deutschland",NA,NA
"Globalisierung und Wissensgesellschaft sind die Herausforderungen unserer Zeit.","000",NA
"Sie werden von vielen als Bedrohung empfunden.","000",NA
"Wir sind überzeugt: Globalisierung, also weltweiter Handel und weltweites Wirtschaften, und Wissensgesellschaft bergen größte Chancen für unser Land - wenn wir sie erkennen und wenn wir sie nutzen wollen.","601",NA
"Wir wollen die Bürger unseres Landes zu Gewinnern dieser Entwicklung machen.","305",NA
"Wir wollen, dass sich unsere Werte von Demokratie.","202",NA
"und Sozialer Marktwirtschaft auch in dieser Zeit behaupten können.","403",NA
"Wir wollen, dass die Politik wieder dazu beiträgt, Deutschlands Chancen zu erkennen und zu nutzen.","601",NA
"Das muss das Ziel einer großen gemeinsamen Anstrengung unseres Landes sein.","606",NA
"Das aber geht nicht mit einer Politik des „Weiter so“ wie bisher.","305",NA
"Wo stehen wir? - das schwere Erbe von Rot-Grün",NA,NA
"7 Jahre Rot-Grün haben Deutschland in eine tiefe Krise gestürzt.","305",NA
"Die sozialen, wirtschaftlichen und finanziellen Fundamente unseres Landes sind akut gefährdet.","305",NA
"Erstmals in über 50 Jahren scheint die Fähigkeit der Bundesrepublik Deutschland, ihren Bürgern Wohlstand, Teilhabe am allgemeinen Fortschritt und soziale Sicherheit zu gewährleisten, in Frage gestellt.","305",NA
"Es ist ohne Zweifel richtig: Die Wurzeln vieler Probleme reichen weit zurück.","305",NA
"Doch die falsche Politik von Rot-Grün hat die bestehenden Probleme dramatisch verschärft.","305",NA
"Deutschland hat seine wirtschaftliche Dynamik unter Rot-Grün verloren.","410",NA
"Das durchschnittliche Wachstum der letzten 7 Jahre hat sich gegenüber den Jahren 1990-1998 fast halbiert.","410",NA
"Im Europa der 25 liegt Deutschland auf den letzten Plätzen.","410",NA
"Selbst 2004, dem Jahr des größten weltwirtschaftlichen Booms im letzten Vierteljahrhundert, wurden in Deutschland per Saldo keine neuen sozialversicherungspflichtigen Arbeitsplätze geschaffen, die Staatsschulden nicht um einen einzigen Euro abgetragen und die Reserven der Sozialversicherung weiter aufgezehrt.","414",NA
"In diesem Jahr wird das Wachstum aller Voraussicht nach erneut unter 1 % bleiben, es droht also die Rückkehr zum faktischen Stillstand der letzten Jahre.","410",NA
"Eine derart lange Phase der Stagnation hat es in der Geschichte der Bundesrepublik noch nicht gegeben.","410",NA
"Deutschland zehrt von seiner Substanz, und wir haben Massenarbeitslosigkeit.","408",NA
"Allein in den letzten drei Jahren gingen 1,5 Millionen sozialversicherungspflichtige Arbeitsplätze verloren.","408",NA
"Knapp 5 Millionen Menschen sind offiziell arbeitslos, die höchste Zahl seit Bestehen der Bundesrepublik.","701",NA
"Hinzu kommen über 1,3 Millionen Menschen, die sich in Betreuungsprogrammen der Arbeitsverwaltung befinden und weitere Hunderttausende, die sich enttäuscht zurückgezogen haben.","701",NA
"Die Zahlen der Langzeitarbeitslosen und der arbeitslosen Jugendlichen sind überdurchschnittlich stark angestiegen;","701",NA
"fast nirgendwo sonst in den Industriestaaten gibt es so wenige Ältere über 55 Jahre, die noch am Erwerbsleben teilhaben können;","706",NA
"fast nirgendwo sonst gibt es so viele Geringqualifizierte, die keine reguläre Arbeitsmöglichkeit finden.","706",NA
"Die Arbeitslosigkeit in den neuen Bundesländern ist weiterhin doppelt so hoch wie im Westen.","701",NA
"Allein in Ostdeutschland hat sich die Zahl der sozialversicherungspflichtigen Arbeitsplätze seit 1998 um 17 % verringert.","701",NA
"Unter der rotgrünen Bundesregierung haben sich die Vermittlungserfolge der öffentlichen Arbeitsverwaltung fast halbiert, gleichzeitig sind die Ausgaben des Bundes in der Arbeitsmarktpolitik auf mehr als das Doppelte gestiegen.","303",NA
"Kaum ein anderes Land hält an so starren Arbeitsmarktregeln, an einer so hohen Abgabenlast auf die Löhne und an einer so zentralisierten Arbeitsvermittlung fest.","303",NA
"So kann es nicht verwundern, dass Deutschland zu den wenigen OECD-Ländern zählt, die es in den letzten fünf Jahren nicht vermocht haben, mehr Beschäftigung zu schaffen.","305",NA
"Das verheerende Ergebnis von 7 Jahren Rot-Grün ist auch, dass 1 Million Menschen mehr in Armut lebt.","305",NA
"Die technologische Leistungsfähigkeit Deutschlands schwindet.","411",NA
"Fast alle Kennzahlen in diesem Bereich sind schlechter als Anfang der 90er Jahre.","411",NA
"Der Anteil von Forschung und Entwicklung am Bruttoinlandsprodukt ist auf 2,5 % zurückgegangen, die skandinavischen Länder geben hierfür teilweise über 4 % aus.","411",NA
"Noch Ende der 90er Jahre steigerte die deutsche Wirtschaft ihre Innovationsausgaben um rund 10 %, inzwischen gehen sie rapide zurück.","411",NA
"Rot-Grün wollte die Ausgaben des Bundes für Forschung und Wissenschaft verdoppeln, real sind sie in den letzten 7 Jahren gesunken.","305",NA
"Im Bericht zur technologischen Leistungsfähigkeit heißt es, dass Deutschland ohne die Automobilindustrie nicht mehr als High-Tech-Land bezeichnet werden könne.","411",NA
"Abwanderung und Verlagerung von Betrieben und Arbeitsplätzen halten an.","408",NA
"Die Zahl der Firmen-Insolvenzen liegt in diesem Jahr mit 40.000 fast 50 % höher als im Jahre 1998.","305",NA
"Die Krise trifft insbesondere die sozialen Sicherungssysteme.","303",NA
"Die Finanzen der sozialen Sicherungssysteme sind zerrüttet, ihre Leistungsfähigkeit ist bedroht.","303",NA
"Obwohl Rot-Grün die Finanzreserven der Sozialkassen seit 1998 um über 23 Milliarden Euro reduziert, die Bundeszuschüsse um über 30 Milliarden Euro erhöht, Leistungen reduziert und Zuzahlungen erhöht hat, gingen die Beitragssätze im Saldo nicht zurück, sondern verharren bei rund 42 %.","303",NA
"Eine nachhaltige Sanierung und Stabilisierung hat die Bundesregierung bei keinem Sozialversicherungszweig erreicht.","305",NA
"Der Rentenversicherung droht bereits Ende 2007 eine neue Milliardenlücke, die Mindestreserve der Pflegeversicherung wird spätestens 2008 unterschritten.","303",NA
"Auch die Spareffekte der Gesundheitsreform lassen bereits wieder nach.","303",NA
"Dabei stehen uns die wirklichen Herausforderungen als Folge der demografischen Veränderungen erst noch bevor.","303",NA
"Die Verschuldung der öffentlichen Haushalte steigt rasant.","414",NA
"Seit 2002 sind die öffentlichen Finanzen völlig aus dem Ruder gelaufen.","414",NA
"In diesem Jahr reichen die Steuereinnahmen erstmals nicht mehr aus, um die laufenden Ausgaben für Zinsen, Soziales und Personal zu decken.","414",NA
"Die Investitionsquote des Bundes ist auf ein historisches Tief von unter 10 % abgesunken.","414",NA
"Das strukturelle Defizit allein des Bundeshaushalts liegt zwischen 50 und 60 Milliarden Euro.","414",NA
"Trotz historisch niedriger Zinsen wird die Zinslast in den kommenden vier Jahren auf ca. 50 Milliarden Euro anwachsen und damit ungefähr doppelt so schnell steigen wie die Steuereinnahmen.","414",NA
"Das ist die Bilanz nach 7 Jahren Rot-Grün: / Unsere Gesellschaft hat mit zunehmenden Spaltungstendenzen zu kämpfen.","305",NA
"Die Verlierer kommen aus allen Bereichen der Gesellschaft.","606",NA
"Es sind Arbeitslose, die arbeiten wollen, aber keine Chance bekommen.","701",NA
"Arbeitnehmer, die um ihren Arbeitsplatz bangen und mit Abgaben überlastet sind.","701",NA
